CLAVE,NOMBRE,CREDITOS,LABORATORIO,INICIO,INICIO,DEPARTAMENTO,NOMBRE_COMPLETO,EQUIVALENCIA,NOMBRE_INGLES,PORCEN_CAL
1624,QUIMICA ORGANOMETALICA,9,L,0,0,2020200,QUIMICA ORGANOMETALICA,0,ORGANOMETALLIC CHEMISTRY,67
148,TECNOLOGIA DE FERMENTACIONES,6,T,0,0,3030100,TECNOLOGIA DE FERMENTACIONES,0,-,100
171,TECNOLOGIA DE CEREALES,6,T,0,0,3030100,TECNOLOGIA DE CEREALES,0,-,100
1512,DISEÑO DE EXPERIMENTOS,6,T,0,0,1030200,DISEÑO DE EXPERIMENTOS,0,EXPERIMENTS DESIGN,100
1812,FUNDAMENTOS DE ADMINISTRACION,6,T,0,0,3010000,FUNDAMENTOS DE ADMINISTRACION,0,-,100
XX01,QUIMICA INORGANICA II,0,0,0,0,0,QUIMICA INORGANICA II,0,-,0
XX02,QUIMICA INORGANICA III,0,0,0,0,0,QUIMICA INORGANICA III,0,-,0
207,CATALISIS I,6,T,0,0,3010100,CATALISIS I,0,CATALYSIS I,100
1316,BALANCES DE MATERIA Y ENERGIA,10,T,0,0,3010100,BALANCES DE MATERIA Y ENERGIA,0,MASS AND ENERGY BALANCES,100
1412,QUIMICA ORGANICA II,9,L,0,0,2030100,QUIMICA ORGANICA II,0,ORGANIC CHEMISTRY II,65
1542,FENOMENOS DE SUPERFICIE,6,T,0,0,1010200,FENOMENOS DE SUPERFICIE,0,SURFACE CHEMISTRY PHENOMENA,100
1646,LABORATORIO DE INGENIERIA QUIMICA II,3,E,0,0,3010100,LABORATORIO DE INGENIERIA QUIMICA II,0,CHEMICAL ENGINEERING LABORATORY II,100
1740,INGENIERIA DE REACTORES II,7,T,0,0,3010100,INGENIERIA DE REACTORES II,0,REACTOR ENGINEERING II,100
XX03,QUIMICA INORGANICA IV,0,0,0,0,0,QUIMICA INORGANICA IV,0,-,0
147,TECNOLOGIA ENZIMATICA,8,L,0,0,3030100,TECNOLOGIA ENZIMATICA,0,ENZIMATIC TECNOLOGY,75
185,METALURGIA DE ALEACIONES COLADAS BAS,8,L,0,0,3020100,METALURGIA DE ALEACIONES COLADAS BASE ALUMNIO,0,-,75
1419,EQUILIBRIO DE FASES EN METALURGIA Y,9,T,0,0,3020100,EQUILIBRIO DE FASES EN METALURGIA Y MATERIALES,0,PHASE EQUILIBRIUM IN MATERIALS AND METALLURGY,70
1420,INTRODUCCION A LA CIENCIA E INGENIER,8,L,0,0,3020300,INTRODUCCION A LA CIENCIA E INGENIERIA DE MATERIAL,0,SCIENCE INTRODUCTION AND MATERIALS ENGINEERING,75
1533,TRANSPORTE DE ENERGIA,9,T,0,0,3020300,TRANSPORTE DE ENERGIA,0,ENERGY TRANSPORT,67
1632,PIROMETALURGIA,8,L,0,0,3020100,PIROMETALURGIA,0,PYROMETALLURGY,75
1639,TRANSPORTE DE MASA,9,T,0,0,3020100,TRANSPORTE DE MASA,0,MASS TRANSPORT,67
1732,HIDROMETALURGIA,9,L,0,0,3020100,HIDROMETALURGIA,0,HIDROMETALLURGY,67
84,INTRODUCCION A LA TERMODINAMICA ESTA,6,T,0,0,1010100,INTRODUCCION A LA TERMODINAMICA ESTADISTICA,0,-,0
89,RECURSOS NATURALES,6,T,0,0,2020100,RECURSOS NATURALES,0,NATURAL RESOURCES,0
239,LABORATORIO DE POLIMEROS II,3,E,0,0,3010100,LABORATORIO DE POLIMEROS II,0,POLYMERS LABORATORY II,0
136,FARMACOTERAPIA II,8,T,0,0,4020100,FARMACOTERAPIA II,0,-,0
138,FARMACOVIGILANCIA,8,T,0,0,4020100,FARMACOVIGILANCIA,0,-,0
112,TECNOLOGIA FARMACEUTICA III,10,T,0,0,4020100,TECNOLOGIA FARMACEUTICA III,0,-,0
216,ESTANCIA ACADEMICA,24,E,0,0,3010000,ESTANCIA ACADEMICA,0,ACADEMIC STAY,0
204,ADMINISTRACION DEL RIESGO,6,T,0,0,3010000,ADMINISTRACION DEL RIESGO,0,RISK ADMINISTRATION,0
217,ESTANCIA PROFESIONAL,24,E,0,0,3010000,ESTANCIA PROFESIONAL,0,PROFESSIONAL STAY,0
274,PROTECCION AMBIENTAL II,6,L,0,0,3010000,PROTECCION AMBIENTAL II,0,ENVIRONMENTAL PROTECTION II,100
275,PROTECCION AMBIENTAL III,6,T,0,0,3010000,PROTECCION AMBIENTAL III,0,ENVIRONMENTAL PROTECTION III,0
153,FUNCIONALIDAD DE INGREDIENTES Y ADI,6,T,0,0,3030100,FUNCIONALIDAD DE INGREDIENTES Y ADITIVOS ALIMENTARIOS,0,-,0
150,ASEGURAMIENTO DE CALIDAD,6,T,0,0,3030100,ASEGURAMIENTO DE CALIDAD,0,-,100
155,LEGISLACION Y NORMATIVIDAD,6,T,0,0,3030100,LEGISLACION Y NORMATIVIDAD,0,-,0
157,MECANISMOS DE PATOGENICIDAD,6,T,0,0,4030100,MECANISMOS DE PATOGENICIDAD,0,-,0
158,TECNICAS AVANZADAS EN MICROBIOL.,6,T,0,0,4030100,TECNICAS AVANZADAS EN MICROBIOL. DE ALIMENTOS,0,-,0
115,ENDOCRINOLOGIA,6,T,0,0,4030100,ENDOCRINOLOGIA,0,-,0
116,FISIOPATOLOGIA,6,T,0,0,4030100,FISIOPATOLOGIA,0,-,0
159,FACTORES TOXICOS,6,T,0,0,3030100,FACTORES TOXICOS,0,-,0
165,NUTRICION HUMANA,6,T,0,0,3030100,NUTRICION HUMANA,0,-,0
166,TOPICOS SELECTOS EN NUTRICION,6,T,0,0,3030100,TOPICOS SELECTOS EN NUTRICION,0,-,0
168,GRASAS Y ACEITES COMESTIBLES,6,T,0,0,3030100,GRASAS Y ACEITES COMESTIBLES,0,-,0
169,PANIFICACION,6,T,0,0,3030100,PANIFICACION,0,-,0
172,TECNOLOGIA DE FRUTAS Y HORTALIZAS,8,T,0,0,3030100,TECNOLOGIA DE FRUTAS Y HORTALIZAS,0,-,0
177,PRODUCTOS CARNICOS,6,T,0,0,3030100,PRODUCTOS CARNICOS,0,-,0
178,ANALIS MAT D TRAB EXP EN ING D PROC,8,T,0,0,3020100,ANALIS MAT D TRAB EXP EN ING D PROC META Y MATE,0,-,0
184,MATERIALES COMPUESTOS DE MATRIZ META,8,T,0,0,3020100,MATERIALES COMPUESTOS DE MATRIZ METALICA,0,-,0
187,METALURGIA DE POLVOS Y SOLDADURA,9,T,0,0,3020100,METALURGIA DE POLVOS Y SOLDADURA,0,-,67
218,INGENIERIA BIOQUIMICA,10,T,0,0,3010100,INGENIERIA BIOQUIMICA,0,BIOCHEMICAL ENGINEERING,0
237,LABORATORIO DE CATALISIS,3,E,0,0,3010100,LABORATORIO DE CATALISIS,0,CATALYSIS LABORATORY,0
70,BIOLOGIA CELULAR,6,T,0,0,4030100,BIOLOGIA CELULAR,0,CELULAR BIOLOGY,0
131,MICROBIOLOGIA AMBIENTAL II,10,T,0,0,4030100,MICROBIOLOGIA AMBIENTAL II,0,-,0
31,INTRODUCCION A LOS MATERIALES,10,T,0,0,4030100,INTRODUCCION A LOS MATERIALES,0,-,0
34,QUIMICA BIOINORGANICA,10,T,0,0,2020100,QUIMICA BIOINORGANICA,0,-,0
69,TECNICAS DE ANALISIS DE SOLIDOS,10,T,0,0,3030100,TECNICAS DE ANALISIS DE SOLIDOS,0,-,0
80,INTRODUCCION A LA DINAMICA QUIMICA N,6,T,0,0,1020100,INTRODUCCION A LA DINAMICA QUIMICA NO LINEAL,0,-,0
83,INTRODUCCION A LA SIMULACION MOLECUL,6,T,0,0,1010100,INTRODUCCION A LA SIMULACION MOLECULAR,0,SIMULATION MOLECULAR INTRODUCTION,0
68,SINTESIS DE MATERIALES,10,T,0,0,2020100,SINTESIS DE MATERIALES,0,-,0
91,SINTESIS DE CERAMICOS,6,T,0,0,2020100,SINTESIS DE CERAMICOS,0,CERAMICS SYNTHESIS,0
95,ECONOMIA Y SOCIEDAD,6,T,0,0,9990100,ECONOMIA Y SOCIEDAD,0,ECONOMY AND SOCIETY,100
96,FILOSOFIA DE LA CIENCIA,6,T,0,0,9990100,FILOSOFIA DE LA CIENCIA,0,SCIENCE OF THE PHILOSOPHY,100
97,FUNDAMENTOS DE ADMINISTRACION,6,T,0,0,9990100,FUNDAMENTOS DE ADMINISTRACION,0,ADMINISTRATION FUNDAMENTALS,100
98,FUNDAMENTOS DE DERECHO,6,T,0,0,9990100,FUNDAMENTOS DE DERECHO,0,-,0
99,PENSAMIENTO Y APRENDIZAJE,6,T,0,0,9990100,PENSAMIENTO Y APRENDIZAJE,0,LEARNING AND THOUGHT,100
101,REGIONES SOCIOECONOMICAS,6,T,0,0,9990100,REGIONES SOCIOECONOMICAS,0,-,0
102,RELACIONES HUMANAS,6,T,0,0,9990100,RELACIONES HUMANAS,0,HUMAN RELATIONS,100
104,COMUNICACION CIENTIFICA,6,T,0,0,9990100,COMUNICACION CIENTIFICA,0,SCIENTIFIC COMMUNICATION,100
179,BIOLIXIVIACION DE MINERALES,9,T,0,0,3020100,BIOLIXIVIACION DE MINERALES,0,-,0
87,PROPIEDADES FISICAS DE LOS SOLIDOS,6,T,0,0,1020100,PROPIEDADES FISICAS DE LOS SOLIDOS,0,SOLIDS PHYSICAL PROPERTIES,0
303,QUIMICA DE ALIMENTOS II,6,0,0,0,0,QUIMICA DE ALIMENTOS II,0,-,0
154,CURSO BASICO DE CIENCIAS NUC.,7,L,20001,20001,0,CURSO BASICO DE CIENCIAS NUC.,0,-,0
1344,GENETICA GENERAL,8,L,20001,20001,0,GENETICA GENERAL,0,-,0
2,ADMINISTRACION DE EMPRESAS II,6,T,0,0,0,ADMINISTRACION DE EMPRESAS II,0,-,0
1,ADMINISTRACION DE EMPRESAS I,6,T,0,0,0,ADMINISTRACION DE EMPRESAS I,0,-,0
52,BIOSINTESIS DE APLICACION IND.,7,T,20001,20001,0,BIOSINTESIS DE APLICACION IND.,0,-,0
1236,EQUIL. QUIM.SIMP.EN FASE HOM.,9,L,20001,20001,2010100,EQUIL. QUIM.SIMP.EN FASE HOM.,0,-,0
576,OPTIM. DE PROC. METALUR.,6,T,20001,20001,3020300,OPTIM. DE PROC. METALUR.,0,-,0
223,ECUACIONES DIFERENCIALES,10,T,20001,20001,1030100,ECUACIONES DIFERENCIALES,0,DIFFERENTIAL EQUATIONS,0
523,MATEMATICA IV,6,T,20001,20001,1030100,MATEMATICA IV,0,MATHEMATICS IV,0
176,DESARROLLO DE MEDICAMENTOS,9,L,20001,20001,4020300,DESARROLLO DE MEDICAMENTOS,0,DEVELOPMENT OF DOSAGE FORMS,0
296,FISICOQUIMICA I,6,T,20001,20001,1020100,FISICOQUIMICA I,0,PHYSICAL CHEMISTRY I,0
524,MICOLOGIA,10,L,20001,20001,4030200,MICOLOGIA,0,MICOLOGY,0
651,QUIMICA ORGANICA II,10,L,20001,20001,2030100,QUIMICA ORGANICA II,0,ORGANIC CHEMISTRY II,0
162,DISEÑO DE EXPERIMENTOS,6,T,20001,20001,1030200,DISEÑO DE EXPERIMENTOS,0,-,0
722,SEMINARIO II,6,T,20001,20001,2030200,SEMINARIO II,0,SEMINAR II,0
1546,QUIMICA ANALITICA III,9,L,20001,20001,2010200,QUIMICA ANALITICA III,0,ANALITICAL CHEMISTRY III,0
342,INGENIERIA INDUSTRIAL,8,T,20001,20001,3040100,INGENIERIA INDUSTRIAL,0,INDUSTRIAL ENGINEERING,0
607,PREPARACION DE MINERALES I,7,L,20001,20001,3020100,PREPARACION DE MINERALES I,0,MINERALS PREPARATION I,0
493,METALURGIA EXTRACTIVA IV,6,T,20001,20001,3020100,METALURGIA EXTRACTIVA IV,0,EXTRACTIVA METALLURGY IV,0
100,PSICOLOGIA DEL TRABAJO HUMANO,6,T,0,0,9990100,PSICOLOGIA DEL TRABAJO HUMANO,0,HUMAN WORK OF PSYCHOLOGY,100
1824,TALLER DE PROBLEMAS,6,T,0,0,3010100,TALLER DE PROBLEMAS,0,PROBLEMS WORKSHOP,100
267,MATEMATICAS APLICADAS III,6,T,0,0,3010100,MATEMATICAS APLICADAS III,0,APPLIED MATHEMATICS III,100
190,TECS SELECTAS P MODEL MAT EN ING D P,6,T,0,0,3020100,TECS SELECTAS P MODEL MAT EN ING D PROC MET Y MATE,0,SELECTED THECH OF MATH MODELING IN PROC ENGINEERING,100
1816,ING. DE PROCESOS METALURGICOS Y DE M,6,T,0,0,3020100,ING. DE PROCESOS METALURGICOS Y DE MATERIALES,0,METALLURGY AND MATERIALS PROCESSES ENGINEERING,100
93,TERMODINAMICA IRREVERSIBLE LINEAL,6,T,0,0,1020000,TERMODINAMICA IRREVERSIBLE LINEAL,0,-,0
88,QUIMICA COMPUTACIONAL,6,T,0,0,1020000,QUIMICA COMPUTACIONAL,0,-,0
75,EQUILIBRIO DE ECOSISTEMAS,6,T,0,0,2020100,EQUILIBRIO DE ECOSISTEMAS,0,ECOSYSTEMS EQUILIBRIUM,0
79,IDEAS PREVIAS,6,T,0,0,0,IDEAS PREVIAS,0,-,0
71,CELULOSA Y PAPEL I,6,T,0,0,0,CELULOSA Y PAPEL I,0,-,0
72,CELULOSA Y PAPEL II,6,T,0,0,0,CELULOSA Y PAPEL II,0,-,0
103,TEORIA DE LA ORGANIZACION,6,T,0,0,0,TEORIA DE LA ORGANIZACION,0,-,0
92,SISTEMAS DE INFORMACION DIGITAL,6,T,0,0,0,SISTEMAS DE INFORMACION DIGITAL,0,-,0
90,SEMINARIO DE LA PRACTICA DOCENTE,6,T,0,0,0,SEMINARIO DE LA PRACTICA DOCENTE,0,-,0
73,CONSTRUCTIVISMO Y ENSEÑANZA DE LA CI,6,T,0,0,0,CONSTRUCTIVISMO Y ENSEÑANZA DE LA CIENCIA,0,-,0
188,MICROSCOPIA DE BARRIDO ELECTRONICO,8,T,0,0,0,MICROSCOPIA DE BARRIDO ELECTRONICO,0,-,0
183,INTRODUCCION A LA CIENCIA DE POLIMER,8,T,0,0,0,INTRODUCCION A LA CIENCIA DE POLIMEROS,0,-,0
180,CERAMICOS,9,T,0,0,0,CERAMICOS,0,-,0
1312,FISIOLOGIA,9,T,0,0,0,FISIOLOGIA,0,-,0
1612,QUIMICA ANALITICA INSTRUMENTAL I,6,T,0,0,2010100,QUIMICA ANALITICA INSTRUMENTAL I,0,INSTRUMENTAL ANALYTICAL CHEMISTRY I,100
206,BIOQUIMICA GENERAL,8,T,0,0,4010100,BIOQUIMICA GENERAL,0,GENERAL BIOCHEMISTRY,0
81,INTRODUCCION A LA GENOMICA,6,T,0,0,4010100,INTRODUCCION A LA GENOMICA,0,INTRODUCTION TO GENOMICS,100
1515,MICROBIOLOGIA EXPERIMENTAL,6,E,0,0,4030200,MICROBIOLOGIA EXPERIMENTAL,0,EXPERIMENTAL MICROBIOLOGY,100
1630,GENETICA Y BIOLOGIA MOLECULAR,8,T,0,0,4010100,GENETICA Y BIOLOGIA MOLECULAR,0,GENETICS AND MOLECULAR BIOLOGY,100
110,QUÍMICA FARMACÉUTICA,10,L,0,0,4020100,QUÍMICA FARMACÉUTICA,0,MEDICINAL CHEMISTRY,60
1905,ESTANCIA ESTUDIANTIL,25,E,0,0,4030100,ESTANCIA ESTUDIANTIL,0,STUDENT INTERNSHIP,0
220,INGENIERIA DE SISTEMAS II,6,T,0,0,3010100,INGENIERIA DE SISTEMAS II,0,SYSTEMS ENGINEERING II,0
181,FLOTACION,8,T,0,0,3020100,FLOTACION,0,-,0
77,FISICOQUIMICA DE MEZCLAS LIQUIDAS,6,T,0,0,1010100,FISICOQUIMICA DE MEZCLAS LIQUIDAS,0,-,0
76,FISICOQUIMICA DE SISTEMAS MOLECULARE,6,T,0,0,1010100,FISICOQUIMICA DE SISTEMAS MOLECULARES ORGANICOS,0,-,0
86,OPTIMIZACION Y PROCESOS DE SINTESIS,6,T,0,0,2030100,OPTIMIZACION Y PROCESOS DE SINTESIS II,0,PROCESS OF SYNTHESIS OPTIMIZATION II,0
145,CATALISIS COMPUESTOS METAL FASE HOMO,6,T,0,0,2020100,CATALISIS POR COMPUESTOS METALICOS EN FASE HOMOGENEA,0,-,0
277,HISTORIA Y FILOSOFIA DE LA QUIMICA,6,T,0,0,9990100,HISTORIA Y FILOSOFIA DE LA QUIMICA,0,PHILOSOPHY AND HISTORY OF CHEMICAL,100
1090,CIENCIA Y ARTE II,6,T,20071,20071,9990100,CIENCIA Y ARTE II,0,ART AND SCIENCE II,100
1112,CIENCIA Y SOCIEDAD,6,T,20061,20061,9990100,CIENCIA Y SOCIEDAD,0,SCIENCE AND SOCIETY,100
1089,CIENCIA Y ARTE I,6,T,20071,20071,9990100,CIENCIA Y ARTE I,0,ART AND SCIENCE I,100
94,TOPICOS SELECTOS DE LA EDUCACION QUI,6,T,0,0,9990100,TOPICOS SELECTOS DE LA EDUCACION QUIMICA,0,-,0
78,HISTORIA Y FILOSOFIA DE LA CIENCIA,6,T,0,0,9990100,HISTORIA Y FILOSOFIA DE LA CIENCIA,0,-,0
